timestamp,src_ip,dst_ip,port,protocol,action
2025-05-18 04:03:15,192.168.1.130,192.168.1.38,25,ICMP,DROP
2025-05-18 08:47:06,192.168.1.175,192.168.1.58,25,UDP,ACCEPT
2025-05-17 18:21:16,192.168.1.10,192.168.1.118,8080,TCP,ACCEPT
2025-05-18 01:33:36,192.168.1.168,192.168.1.43,22,ICMP,ACCEPT
2025-05-18 11:43:49,192.168.1.104,192.168.1.186,443,UDP,ACCEPT
2025-05-17 23:19:45,192.168.1.248,192.168.1.112,110,TCP,DROP
2025-05-18 05:59:08,192.168.1.236,192.168.1.119,22,UDP,DROP
2025-05-17 14:56:45,192.168.1.152,192.168.1.45,53,UDP,ACCEPT
2025-05-18 06:57:48,192.168.1.196,192.168.1.138,443,ICMP,REJECT
2025-05-17 23:24:09,192.168.1.177,192.168.1.161,53,ICMP,REJECT
2025-05-17 22:07:57,192.168.1.208,192.168.1.170,53,TCP,DROP
2025-05-17 08:40:27,192.168.1.96,192.168.1.224,80,ICMP,DROP
2025-05-18 04:11:57,192.168.1.79,192.168.1.47,110,UDP,REJECT
2025-05-17 14:53:57,192.168.1.232,192.168.1.71,22,ICMP,DROP
2025-05-17 16:12:44,192.168.1.168,192.168.1.220,53,TCP,ACCEPT
2025-05-18 08:09:37,192.168.1.224,192.168.1.251,3306,ICMP,REJECT
2025-05-17 10:42:45,192.168.1.4,192.168.1.15,22,UDP,REJECT
2025-05-17 20:11:16,192.168.1.82,192.168.1.154,8080,UDP,REJECT
2025-05-17 12:18:41,192.168.1.73,192.168.1.52,110,TCP,DROP
2025-05-17 15:54:19,192.168.1.212,192.168.1.23,110,TCP,ACCEPT
2025-05-18 05:06:10,192.168.1.21,192.168.1.219,110,ICMP,ACCEPT
2025-05-17 22:32:24,192.168.1.211,192.168.1.154,3306,TCP,DROP
2025-05-17 11:09:47,192.168.1.122,192.168.1.4,21,TCP,ACCEPT
2025-05-17 14:40:18,192.168.1.12,192.168.1.251,110,TCP,REJECT
2025-05-18 00:52:15,192.168.1.42,192.168.1.70,110,UDP,DROP
2025-05-17 21:34:33,192.168.1.163,192.168.1.103,110,UDP,DROP
2025-05-18 06:03:38,192.168.1.36,192.168.1.74,21,ICMP,ACCEPT
2025-05-17 14:34:59,192.168.1.202,192.168.1.158,443,TCP,DROP
2025-05-18 03:48:00,192.168.1.176,192.168.1.106,80,TCP,REJECT
2025-05-18 02:12:47,192.168.1.92,192.168.1.234,143,ICMP,REJECT
2025-05-17 15:43:56,192.168.1.94,192.168.1.113,110,ICMP,ACCEPT
2025-05-17 18:48:53,192.168.1.174,192.168.1.145,22,ICMP,REJECT
2025-05-17 14:44:02,192.168.1.21,192.168.1.8,8080,UDP,DROP
2025-05-18 02:02:58,192.168.1.82,192.168.1.181,143,UDP,REJECT
2025-05-17 15:20:28,192.168.1.190,192.168.1.221,80,ICMP,ACCEPT
2025-05-17 08:03:22,192.168.1.56,192.168.1.113,22,UDP,ACCEPT
2025-05-17 09:22:24,192.168.1.24,192.168.1.97,443,UDP,ACCEPT
2025-05-18 09:08:46,192.168.1.115,192.168.1.88,143,ICMP,REJECT
2025-05-18 04:50:00,192.168.1.161,192.168.1.171,443,ICMP,DROP
2025-05-17 11:45:56,192.168.1.70,192.168.1.153,21,ICMP,REJECT
2025-05-17 20:19:17,192.168.1.126,192.168.1.78,22,UDP,REJECT
2025-05-17 08:51:35,192.168.1.104,192.168.1.173,443,TCP,DROP
2025-05-18 09:33:45,192.168.1.44,192.168.1.99,443,TCP,DROP
2025-05-18 02:58:35,192.168.1.235,192.168.1.142,53,UDP,DROP
2025-05-18 11:29:57,192.168.1.132,192.168.1.155,443,ICMP,DROP
2025-05-17 19:46:01,192.168.1.79,192.168.1.85,80,ICMP,REJECT
2025-05-17 22:20:58,192.168.1.130,192.168.1.164,143,ICMP,DROP
2025-05-17 20:44:57,192.168.1.138,192.168.1.136,110,ICMP,DROP
2025-05-18 06:45:39,192.168.1.178,192.168.1.235,53,UDP,DROP
2025-05-17 21:51:43,192.168.1.180,192.168.1.141,21,TCP,ACCEPT
2025-05-18 07:57:00,192.168.1.109,192.168.1.242,22,UDP,DROP
2025-05-18 04:14:16,192.168.1.67,192.168.1.230,21,TCP,ACCEPT
2025-05-17 20:20:30,192.168.1.80,192.168.1.119,143,UDP,DROP
2025-05-17 09:15:54,192.168.1.90,192.168.1.135,53,ICMP,REJECT
2025-05-18 07:51:21,192.168.1.91,192.168.1.168,53,ICMP,REJECT
2025-05-18 11:24:44,192.168.1.47,192.168.1.38,443,UDP,ACCEPT
2025-05-17 11:29:05,192.168.1.188,192.168.1.157,22,TCP,DROP
2025-05-17 08:28:33,192.168.1.120,192.168.1.97,110,UDP,REJECT
2025-05-18 11:01:58,192.168.1.238,192.168.1.227,25,UDP,DROP
2025-05-17 11:15:19,192.168.1.204,192.168.1.52,3306,ICMP,DROP
2025-05-18 06:29:01,192.168.1.179,192.168.1.11,443,TCP,REJECT
2025-05-17 10:28:49,192.168.1.168,192.168.1.196,143,UDP,ACCEPT
2025-05-18 09:46:39,192.168.1.78,192.168.1.55,80,UDP,REJECT
2025-05-17 15:21:26,192.168.1.22,192.168.1.1,80,ICMP,DROP
2025-05-18 03:12:17,192.168.1.220,192.168.1.159,8080,TCP,REJECT
2025-05-17 13:58:10,192.168.1.228,192.168.1.186,21,TCP,DROP
2025-05-18 10:05:33,192.168.1.107,192.168.1.63,110,TCP,REJECT
2025-05-18 08:55:12,192.168.1.70,192.168.1.12,80,UDP,ACCEPT
2025-05-18 07:05:58,192.168.1.192,192.168.1.93,8080,ICMP,REJECT
2025-05-17 21:59:19,192.168.1.46,192.168.1.113,443,ICMP,REJECT
2025-05-17 20:47:51,192.168.1.44,192.168.1.212,8080,ICMP,DROP
2025-05-17 19:39:12,192.168.1.196,192.168.1.139,143,ICMP,REJECT
2025-05-17 22:24:35,192.168.1.155,192.168.1.221,21,ICMP,ACCEPT
2025-05-17 21:09:49,192.168.1.207,192.168.1.44,53,UDP,REJECT
2025-05-18 06:29:12,192.168.1.132,192.168.1.17,143,TCP,DROP
2025-05-17 20:04:36,192.168.1.188,192.168.1.45,80,UDP,REJECT
2025-05-18 02:02:10,192.168.1.162,192.168.1.193,443,UDP,ACCEPT
2025-05-17 15:00:17,192.168.1.193,192.168.1.240,80,UDP,REJECT
2025-05-17 10:54:05,192.168.1.124,192.168.1.51,25,TCP,ACCEPT
2025-05-17 22:02:34,192.168.1.242,192.168.1.250,21,ICMP,DROP
2025-05-17 13:42:06,192.168.1.38,192.168.1.69,80,TCP,REJECT
2025-05-17 22:14:40,192.168.1.190,192.168.1.234,21,TCP,DROP
2025-05-17 10:05:51,192.168.1.177,192.168.1.153,25,ICMP,REJECT
2025-05-18 04:30:18,192.168.1.45,192.168.1.179,80,ICMP,ACCEPT
2025-05-18 00:16:24,192.168.1.112,192.168.1.235,80,TCP,ACCEPT
2025-05-17 19:40:14,192.168.1.67,192.168.1.3,80,ICMP,REJECT
2025-05-18 10:55:14,192.168.1.202,192.168.1.196,22,ICMP,ACCEPT
2025-05-17 16:49:58,192.168.1.109,192.168.1.220,143,UDP,DROP
2025-05-17 12:44:38,192.168.1.234,192.168.1.119,25,TCP,DROP
2025-05-17 13:51:49,192.168.1.82,192.168.1.6,110,TCP,ACCEPT
2025-05-17 22:47:43,192.168.1.164,192.168.1.194,53,ICMP,DROP
2025-05-17 16:54:53,192.168.1.7,192.168.1.93,110,ICMP,REJECT
2025-05-17 17:15:13,192.168.1.65,192.168.1.230,3306,UDP,ACCEPT
2025-05-17 15:26:26,192.168.1.160,192.168.1.179,3306,ICMP,DROP
2025-05-17 19:00:24,192.168.1.43,192.168.1.187,21,TCP,REJECT
2025-05-18 06:12:03,192.168.1.34,192.168.1.165,25,TCP,ACCEPT
2025-05-17 09:34:10,192.168.1.247,192.168.1.123,3306,TCP,DROP
2025-05-17 15:44:23,192.168.1.204,192.168.1.48,80,UDP,ACCEPT
2025-05-17 11:43:55,192.168.1.246,192.168.1.160,21,UDP,REJECT
2025-05-17 15:55:47,192.168.1.52,192.168.1.37,110,UDP,REJECT
2025-05-18 08:57:32,192.168.1.40,192.168.1.210,8080,ICMP,ACCEPT
2025-05-17 10:21:17,192.168.1.77,192.168.1.19,25,TCP,REJECT
2025-05-17 15:26:33,192.168.1.89,192.168.1.106,143,UDP,REJECT
2025-05-18 08:54:20,192.168.1.96,192.168.1.176,110,TCP,ACCEPT
2025-05-17 10:44:39,192.168.1.173,192.168.1.9,3306,ICMP,DROP
2025-05-17 09:23:52,192.168.1.221,192.168.1.57,25,TCP,ACCEPT
2025-05-18 11:45:28,192.168.1.82,192.168.1.201,110,ICMP,ACCEPT
2025-05-18 01:59:26,192.168.1.56,192.168.1.186,8080,UDP,ACCEPT
2025-05-17 12:02:59,192.168.1.4,192.168.1.148,22,UDP,DROP
2025-05-18 06:08:19,192.168.1.215,192.168.1.248,53,UDP,REJECT
2025-05-18 04:46:47,192.168.1.10,192.168.1.137,21,ICMP,REJECT
2025-05-18 10:22:30,192.168.1.166,192.168.1.12,8080,UDP,REJECT
2025-05-17 21:58:27,192.168.1.10,192.168.1.21,143,ICMP,ACCEPT
2025-05-17 19:48:10,192.168.1.230,192.168.1.10,53,TCP,REJECT
2025-05-18 05:56:14,192.168.1.37,192.168.1.114,53,ICMP,ACCEPT
2025-05-18 06:21:47,192.168.1.176,192.168.1.91,21,ICMP,ACCEPT
2025-05-17 16:08:33,192.168.1.13,192.168.1.215,443,TCP,REJECT
2025-05-17 08:49:20,192.168.1.50,192.168.1.148,8080,ICMP,DROP
2025-05-17 21:54:17,192.168.1.73,192.168.1.191,3306,TCP,DROP
2025-05-18 10:02:52,192.168.1.144,192.168.1.63,53,ICMP,REJECT
2025-05-17 10:34:16,192.168.1.59,192.168.1.224,22,ICMP,ACCEPT
2025-05-17 14:31:30,192.168.1.240,192.168.1.12,21,ICMP,REJECT
2025-05-17 15:11:18,192.168.1.186,192.168.1.118,110,TCP,ACCEPT
2025-05-18 05:40:33,192.168.1.115,192.168.1.90,80,TCP,REJECT
2025-05-17 18:33:47,192.168.1.224,192.168.1.112,80,UDP,DROP
2025-05-17 13:58:51,192.168.1.58,192.168.1.78,53,UDP,DROP
2025-05-17 08:25:18,192.168.1.147,192.168.1.247,80,ICMP,DROP
2025-05-18 09:28:13,192.168.1.43,192.168.1.223,53,ICMP,ACCEPT
2025-05-17 22:28:52,192.168.1.22,192.168.1.200,8080,UDP,REJECT
2025-05-17 18:53:22,192.168.1.52,192.168.1.134,25,TCP,DROP
2025-05-17 17:07:19,192.168.1.44,192.168.1.76,110,ICMP,REJECT
2025-05-17 23:39:28,192.168.1.128,192.168.1.122,443,TCP,DROP
2025-05-17 16:17:52,192.168.1.70,192.168.1.11,21,TCP,DROP
2025-05-17 23:38:08,192.168.1.225,192.168.1.25,143,UDP,ACCEPT
2025-05-17 23:52:37,192.168.1.211,192.168.1.78,110,ICMP,ACCEPT
2025-05-18 07:47:30,192.168.1.236,192.168.1.216,80,ICMP,ACCEPT
2025-05-18 02:49:25,192.168.1.96,192.168.1.35,3306,UDP,DROP
2025-05-17 13:36:55,192.168.1.88,192.168.1.152,21,TCP,DROP
2025-05-18 11:29:02,192.168.1.11,192.168.1.49,21,ICMP,DROP
2025-05-17 21:14:38,192.168.1.57,192.168.1.86,22,TCP,REJECT
2025-05-17 09:24:44,192.168.1.11,192.168.1.56,21,TCP,REJECT
2025-05-17 10:15:46,192.168.1.8,192.168.1.227,22,TCP,ACCEPT
2025-05-18 08:16:25,192.168.1.167,192.168.1.151,110,UDP,DROP
2025-05-17 08:52:35,192.168.1.229,192.168.1.227,443,UDP,REJECT
2025-05-17 12:31:05,192.168.1.132,192.168.1.49,53,TCP,REJECT
2025-05-18 02:01:52,192.168.1.133,192.168.1.14,443,UDP,REJECT
2025-05-17 13:55:37,192.168.1.231,192.168.1.124,21,TCP,DROP
2025-05-17 18:26:53,192.168.1.31,192.168.1.82,3306,UDP,DROP
2025-05-18 01:01:43,192.168.1.54,192.168.1.92,21,TCP,ACCEPT
2025-05-17 21:47:38,192.168.1.168,192.168.1.94,80,UDP,REJECT
2025-05-18 05:45:11,192.168.1.192,192.168.1.187,25,TCP,ACCEPT
2025-05-17 11:22:13,192.168.1.209,192.168.1.9,443,TCP,REJECT
2025-05-18 08:12:52,192.168.1.140,192.168.1.224,21,ICMP,ACCEPT
2025-05-18 11:12:41,192.168.1.236,192.168.1.19,25,TCP,ACCEPT
2025-05-18 03:48:48,192.168.1.62,192.168.1.19,25,TCP,DROP
2025-05-18 06:59:00,192.168.1.140,192.168.1.192,3306,UDP,ACCEPT
2025-05-17 13:15:57,192.168.1.162,192.168.1.239,443,TCP,DROP
2025-05-17 12:15:57,192.168.1.208,192.168.1.12,143,ICMP,REJECT
2025-05-17 15:20:13,192.168.1.39,192.168.1.250,25,TCP,DROP
2025-05-18 04:27:55,192.168.1.96,192.168.1.88,53,UDP,REJECT
2025-05-18 01:46:31,192.168.1.251,192.168.1.74,110,ICMP,REJECT
2025-05-17 08:35:00,192.168.1.12,192.168.1.201,143,ICMP,DROP
2025-05-17 13:39:41,192.168.1.55,192.168.1.162,80,TCP,REJECT
2025-05-17 20:53:17,192.168.1.168,192.168.1.8,443,UDP,REJECT
2025-05-18 02:46:56,192.168.1.196,192.168.1.71,22,TCP,DROP
2025-05-17 23:55:13,192.168.1.159,192.168.1.238,110,UDP,REJECT
2025-05-17 09:40:55,192.168.1.162,192.168.1.155,143,TCP,REJECT
2025-05-17 12:36:21,192.168.1.193,192.168.1.32,443,TCP,ACCEPT
2025-05-17 18:08:59,192.168.1.183,192.168.1.49,8080,TCP,ACCEPT
2025-05-18 02:02:43,192.168.1.226,192.168.1.64,25,ICMP,REJECT
2025-05-18 05:52:16,192.168.1.113,192.168.1.225,110,TCP,REJECT
2025-05-18 04:40:27,192.168.1.159,192.168.1.5,3306,TCP,DROP
2025-05-17 19:22:48,192.168.1.29,192.168.1.25,3306,UDP,ACCEPT
2025-05-18 09:16:28,192.168.1.96,192.168.1.72,21,UDP,ACCEPT
2025-05-18 01:38:20,192.168.1.87,192.168.1.138,25,TCP,REJECT
2025-05-18 07:18:04,192.168.1.104,192.168.1.39,80,UDP,DROP
2025-05-18 04:13:17,192.168.1.105,192.168.1.32,22,ICMP,ACCEPT
2025-05-18 03:21:18,192.168.1.7,192.168.1.138,110,TCP,REJECT
2025-05-17 15:36:47,192.168.1.239,192.168.1.252,143,ICMP,DROP
2025-05-18 11:41:18,192.168.1.94,192.168.1.128,21,TCP,DROP
2025-05-18 08:27:53,192.168.1.193,192.168.1.14,143,UDP,DROP
2025-05-17 18:28:36,192.168.1.17,192.168.1.114,110,TCP,REJECT
2025-05-17 21:51:16,192.168.1.12,192.168.1.146,22,TCP,DROP
2025-05-18 07:05:45,192.168.1.153,192.168.1.140,22,ICMP,ACCEPT
2025-05-18 09:02:49,192.168.1.247,192.168.1.15,110,ICMP,DROP
2025-05-17 08:33:11,192.168.1.237,192.168.1.11,443,TCP,ACCEPT
2025-05-18 01:45:29,192.168.1.113,192.168.1.38,21,TCP,ACCEPT
2025-05-17 23:15:40,192.168.1.150,192.168.1.154,110,TCP,DROP
2025-05-17 20:20:11,192.168.1.82,192.168.1.22,80,ICMP,DROP
2025-05-17 23:41:49,192.168.1.115,192.168.1.59,21,TCP,ACCEPT
2025-05-18 07:59:59,192.168.1.58,192.168.1.128,53,TCP,DROP
2025-05-17 21:50:38,192.168.1.216,192.168.1.95,443,UDP,DROP
2025-05-17 18:01:23,192.168.1.243,192.168.1.43,25,TCP,REJECT
2025-05-18 10:38:25,192.168.1.144,192.168.1.104,3306,TCP,ACCEPT
2025-05-17 22:12:22,192.168.1.109,192.168.1.136,143,ICMP,REJECT
2025-05-17 13:14:08,192.168.1.59,192.168.1.108,21,ICMP,DROP
2025-05-17 22:46:43,192.168.1.231,192.168.1.137,22,ICMP,DROP
2025-05-18 06:43:11,192.168.1.143,192.168.1.76,80,TCP,REJECT
2025-05-17 13:04:22,192.168.1.18,192.168.1.85,3306,UDP,ACCEPT
2025-05-17 18:51:42,192.168.1.142,192.168.1.30,25,UDP,ACCEPT
2025-05-17 19:18:04,192.168.1.236,192.168.1.196,443,UDP,ACCEPT
2025-05-18 01:20:12,192.168.1.44,192.168.1.42,25,ICMP,ACCEPT
2025-05-18 07:25:46,192.168.1.41,192.168.1.49,110,ICMP,ACCEPT
2025-05-17 16:07:10,192.168.1.3,192.168.1.110,80,UDP,DROP
2025-05-18 04:08:49,192.168.1.18,192.168.1.33,143,UDP,REJECT
2025-05-18 02:32:56,192.168.1.185,192.168.1.111,443,ICMP,ACCEPT
2025-05-17 16:29:43,192.168.1.214,192.168.1.170,25,TCP,DROP
2025-05-18 08:24:52,192.168.1.181,192.168.1.80,53,TCP,REJECT
2025-05-17 13:34:47,192.168.1.22,192.168.1.247,143,UDP,DROP
2025-05-17 22:55:18,192.168.1.213,192.168.1.81,143,TCP,REJECT
2025-05-17 15:54:36,192.168.1.26,192.168.1.12,3306,UDP,DROP
2025-05-18 08:42:58,192.168.1.40,192.168.1.127,21,ICMP,ACCEPT
2025-05-17 16:31:00,192.168.1.73,192.168.1.175,443,TCP,DROP
2025-05-18 01:56:48,192.168.1.252,192.168.1.24,443,UDP,REJECT
2025-05-18 11:19:59,192.168.1.184,192.168.1.134,25,UDP,ACCEPT
2025-05-18 06:15:39,192.168.1.163,192.168.1.38,80,UDP,ACCEPT
2025-05-17 23:17:13,192.168.1.244,192.168.1.73,143,TCP,DROP
2025-05-18 06:10:50,192.168.1.123,192.168.1.131,443,TCP,ACCEPT
2025-05-17 14:29:26,192.168.1.48,192.168.1.247,80,TCP,DROP
2025-05-17 19:44:00,192.168.1.148,192.168.1.43,21,ICMP,REJECT
2025-05-18 10:03:35,192.168.1.67,192.168.1.114,3306,ICMP,ACCEPT
2025-05-18 08:58:00,192.168.1.65,192.168.1.42,443,TCP,REJECT
2025-05-18 02:30:27,192.168.1.108,192.168.1.151,443,TCP,DROP
2025-05-18 09:10:43,192.168.1.106,192.168.1.166,22,ICMP,REJECT
2025-05-17 16:21:58,192.168.1.76,192.168.1.186,8080,ICMP,DROP
2025-05-17 08:12:02,192.168.1.47,192.168.1.172,53,TCP,REJECT
2025-05-17 10:43:38,192.168.1.179,192.168.1.249,110,ICMP,REJECT
2025-05-17 21:07:52,192.168.1.57,192.168.1.87,443,UDP,ACCEPT
2025-05-18 05:25:46,192.168.1.168,192.168.1.155,22,UDP,REJECT
2025-05-17 11:21:24,192.168.1.236,192.168.1.75,53,TCP,REJECT
2025-05-17 23:08:14,192.168.1.111,192.168.1.24,143,ICMP,REJECT
2025-05-17 09:49:53,192.168.1.5,192.168.1.58,143,ICMP,REJECT
2025-05-18 08:42:40,192.168.1.203,192.168.1.94,143,ICMP,REJECT
2025-05-17 13:02:52,192.168.1.19,192.168.1.35,22,ICMP,ACCEPT
2025-05-17 22:30:42,192.168.1.108,192.168.1.168,22,TCP,DROP
2025-05-18 07:06:02,192.168.1.76,192.168.1.154,143,ICMP,REJECT
2025-05-18 09:58:09,192.168.1.246,192.168.1.236,3306,UDP,REJECT
2025-05-18 00:03:53,192.168.1.102,192.168.1.89,3306,ICMP,DROP
2025-05-17 14:15:29,192.168.1.79,192.168.1.99,3306,UDP,DROP
2025-05-17 15:14:59,192.168.1.131,192.168.1.55,143,TCP,ACCEPT
2025-05-18 07:24:31,192.168.1.171,192.168.1.189,110,TCP,ACCEPT
2025-05-17 16:06:52,192.168.1.225,192.168.1.140,21,ICMP,ACCEPT
2025-05-18 03:05:26,192.168.1.39,192.168.1.246,3306,ICMP,REJECT
2025-05-17 20:41:01,192.168.1.189,192.168.1.99,80,UDP,ACCEPT
2025-05-18 10:15:41,192.168.1.159,192.168.1.37,25,ICMP,ACCEPT
2025-05-18 09:22:32,192.168.1.144,192.168.1.93,25,TCP,REJECT
2025-05-18 07:30:01,192.168.1.149,192.168.1.197,25,UDP,DROP
2025-05-18 09:50:04,192.168.1.159,192.168.1.246,22,TCP,DROP
2025-05-17 10:46:40,192.168.1.244,192.168.1.188,53,UDP,REJECT
2025-05-18 02:56:42,192.168.1.32,192.168.1.144,3306,UDP,ACCEPT
2025-05-17 18:36:44,192.168.1.20,192.168.1.210,80,TCP,REJECT
2025-05-17 11:25:04,192.168.1.18,192.168.1.106,80,UDP,REJECT
2025-05-18 07:05:12,192.168.1.150,192.168.1.134,443,UDP,REJECT
2025-05-17 13:37:31,192.168.1.234,192.168.1.58,80,UDP,DROP
2025-05-17 12:14:44,192.168.1.20,192.168.1.23,80,TCP,REJECT
2025-05-17 23:20:31,192.168.1.10,192.168.1.145,143,ICMP,DROP
2025-05-17 14:36:18,192.168.1.126,192.168.1.5,80,UDP,DROP
2025-05-17 19:07:58,192.168.1.240,192.168.1.110,22,TCP,REJECT
2025-05-18 03:35:06,192.168.1.177,192.168.1.49,25,ICMP,DROP
2025-05-18 05:52:57,192.168.1.79,192.168.1.115,25,TCP,DROP
2025-05-17 07:59:34,192.168.1.51,192.168.1.212,143,TCP,DROP
2025-05-17 20:25:27,192.168.1.153,192.168.1.165,110,TCP,ACCEPT
2025-05-17 18:32:21,192.168.1.25,192.168.1.209,110,TCP,REJECT
2025-05-18 10:17:37,192.168.1.11,192.168.1.65,443,TCP,REJECT
2025-05-17 13:03:13,192.168.1.56,192.168.1.93,8080,ICMP,ACCEPT
2025-05-17 09:57:52,192.168.1.123,192.168.1.154,3306,TCP,REJECT
2025-05-18 01:29:31,192.168.1.21,192.168.1.105,25,TCP,DROP
2025-05-17 22:00:54,192.168.1.225,192.168.1.185,53,TCP,DROP
2025-05-18 06:17:07,192.168.1.111,192.168.1.21,8080,ICMP,REJECT
2025-05-18 07:16:25,192.168.1.170,192.168.1.225,22,UDP,ACCEPT
2025-05-18 08:19:43,192.168.1.188,192.168.1.153,143,UDP,ACCEPT
2025-05-17 12:28:20,192.168.1.210,192.168.1.16,143,UDP,REJECT
2025-05-18 09:50:18,192.168.1.114,192.168.1.238,443,ICMP,ACCEPT
2025-05-17 22:06:53,192.168.1.79,192.168.1.177,143,ICMP,DROP
2025-05-17 12:47:28,192.168.1.38,192.168.1.91,25,UDP,DROP
2025-05-18 06:11:45,192.168.1.196,192.168.1.18,8080,TCP,ACCEPT
2025-05-17 18:42:14,192.168.1.36,192.168.1.81,8080,TCP,REJECT
2025-05-18 07:00:16,192.168.1.132,192.168.1.127,21,TCP,REJECT
2025-05-18 06:49:55,192.168.1.125,192.168.1.45,21,TCP,DROP
2025-05-18 08:55:01,192.168.1.62,192.168.1.218,443,ICMP,ACCEPT
2025-05-18 05:56:35,192.168.1.87,192.168.1.5,3306,ICMP,REJECT
2025-05-18 10:21:03,192.168.1.219,192.168.1.9,110,ICMP,DROP
2025-05-18 11:09:23,192.168.1.24,192.168.1.133,143,ICMP,DROP
2025-05-17 23:18:41,192.168.1.144,192.168.1.65,25,UDP,DROP
2025-05-17 09:06:54,192.168.1.27,192.168.1.110,110,ICMP,REJECT
2025-05-18 10:18:14,192.168.1.247,192.168.1.191,80,TCP,DROP
2025-05-17 13:52:47,192.168.1.132,192.168.1.130,21,TCP,REJECT
2025-05-17 11:14:56,192.168.1.176,192.168.1.172,3306,UDP,REJECT
2025-05-17 23:36:53,192.168.1.228,192.168.1.142,3306,TCP,DROP
2025-05-18 08:46:50,192.168.1.100,192.168.1.41,3306,ICMP,REJECT
2025-05-17 13:44:55,192.168.1.233,192.168.1.247,53,TCP,ACCEPT
2025-05-17 09:20:10,192.168.1.54,192.168.1.238,8080,TCP,ACCEPT
2025-05-17 22:04:34,192.168.1.240,192.168.1.194,8080,ICMP,ACCEPT
2025-05-17 13:09:48,192.168.1.237,192.168.1.41,53,UDP,REJECT
2025-05-17 16:38:59,192.168.1.82,192.168.1.45,3306,UDP,ACCEPT
2025-05-17 10:56:51,192.168.1.46,192.168.1.98,443,TCP,REJECT
2025-05-18 04:50:26,192.168.1.226,192.168.1.49,21,ICMP,REJECT
2025-05-17 13:05:39,192.168.1.252,192.168.1.95,8080,TCP,DROP
2025-05-17 14:58:40,192.168.1.35,192.168.1.44,8080,UDP,REJECT
2025-05-18 08:57:37,192.168.1.90,192.168.1.49,8080,TCP,DROP
2025-05-17 12:52:41,192.168.1.146,192.168.1.239,53,TCP,DROP
2025-05-18 00:52:30,192.168.1.74,192.168.1.23,22,ICMP,REJECT
2025-05-18 11:40:12,192.168.1.132,192.168.1.211,8080,TCP,ACCEPT
2025-05-17 12:34:02,192.168.1.230,192.168.1.166,21,TCP,REJECT
2025-05-17 17:33:52,192.168.1.18,192.168.1.238,143,UDP,DROP
2025-05-17 13:50:11,192.168.1.96,192.168.1.132,110,TCP,REJECT
2025-05-18 02:42:01,192.168.1.14,192.168.1.241,110,TCP,DROP
2025-05-17 10:55:00,192.168.1.79,192.168.1.160,110,TCP,REJECT
2025-05-17 16:06:31,192.168.1.118,192.168.1.88,8080,UDP,REJECT
2025-05-18 05:09:14,192.168.1.85,192.168.1.89,80,ICMP,REJECT
2025-05-17 16:15:07,192.168.1.24,192.168.1.175,8080,ICMP,DROP
2025-05-18 08:22:21,192.168.1.92,192.168.1.43,25,TCP,REJECT
2025-05-17 08:42:24,192.168.1.127,192.168.1.63,3306,UDP,DROP
2025-05-17 23:32:43,192.168.1.162,192.168.1.145,143,UDP,REJECT
2025-05-18 07:16:27,192.168.1.149,192.168.1.202,25,UDP,ACCEPT
2025-05-17 16:23:17,192.168.1.113,192.168.1.160,21,ICMP,ACCEPT
2025-05-18 01:39:23,192.168.1.138,192.168.1.244,25,UDP,REJECT
2025-05-17 21:29:15,192.168.1.230,192.168.1.75,143,UDP,ACCEPT
2025-05-18 02:30:57,192.168.1.44,192.168.1.150,53,ICMP,REJECT
2025-05-17 23:41:38,192.168.1.238,192.168.1.182,110,ICMP,REJECT
2025-05-18 06:29:51,192.168.1.224,192.168.1.187,53,ICMP,REJECT
2025-05-18 06:13:52,192.168.1.136,192.168.1.52,143,UDP,REJECT
2025-05-17 10:19:17,192.168.1.23,192.168.1.99,8080,ICMP,ACCEPT
2025-05-18 11:13:59,192.168.1.244,192.168.1.246,143,TCP,ACCEPT
2025-05-17 20:01:23,192.168.1.234,192.168.1.15,143,UDP,ACCEPT
2025-05-17 20:00:18,192.168.1.198,192.168.1.212,21,TCP,ACCEPT
2025-05-17 16:18:49,192.168.1.41,192.168.1.243,3306,ICMP,DROP
2025-05-18 09:50:51,192.168.1.219,192.168.1.247,22,TCP,DROP
2025-05-18 06:54:44,192.168.1.63,192.168.1.144,80,TCP,ACCEPT
2025-05-17 10:34:31,192.168.1.232,192.168.1.213,53,TCP,REJECT
2025-05-17 08:12:07,192.168.1.60,192.168.1.204,143,ICMP,REJECT
2025-05-18 01:02:37,192.168.1.48,192.168.1.171,53,UDP,ACCEPT
2025-05-18 02:25:19,192.168.1.213,192.168.1.68,53,ICMP,DROP
2025-05-18 01:56:41,192.168.1.103,192.168.1.10,25,ICMP,REJECT
2025-05-17 10:51:10,192.168.1.233,192.168.1.246,25,ICMP,DROP
2025-05-18 05:43:15,192.168.1.219,192.168.1.198,53,ICMP,ACCEPT
2025-05-18 00:30:06,192.168.1.216,192.168.1.201,110,UDP,REJECT
2025-05-18 08:47:05,192.168.1.125,192.168.1.170,80,ICMP,REJECT
2025-05-18 06:05:11,192.168.1.109,192.168.1.141,25,TCP,REJECT
2025-05-18 05:12:05,192.168.1.113,192.168.1.240,110,ICMP,DROP
2025-05-17 17:04:55,192.168.1.118,192.168.1.219,443,UDP,ACCEPT
2025-05-17 12:47:43,192.168.1.145,192.168.1.201,110,ICMP,REJECT
